"Date","spy.us"
"05/02/2013","158.14"
"05/01/2013","156.68"
"04/30/2013","158.07"
"04/29/2013","157.69"
"04/26/2013","156.64"
"04/25/2013","156.92"
"04/24/2013","156.29"
"04/23/2013","156.19"
"04/22/2013","154.59"
"04/19/2013","153.91"
"04/18/2013","152.58"
"04/17/2013","153.55"
"04/16/2013","155.82"
"04/15/2013","153.55"
"04/12/2013","157.20"
"04/11/2013","157.58"
"04/10/2013","157.07"
"04/09/2013","155.17"
"04/08/2013","154.63"
"04/05/2013","153.59"
"04/04/2013","154.29"
"04/03/2013","153.66"
"04/02/2013","155.24"
"04/01/2013","154.48"
"03/28/2013","155.09"
"03/27/2013","154.61"
"03/26/2013","154.61"
"03/25/2013","153.39"
"03/22/2013","154.03"
"03/21/2013","152.80"
"03/20/2013","154.12"
"03/19/2013","153.05"
"03/18/2013","153.41"
"03/15/2013","154.26"
"03/14/2013","154.47"
"03/13/2013","153.65"
"03/12/2013","153.43"
"03/11/2013","153.77"
"03/08/2013","153.19"
"03/07/2013","152.54"
"03/06/2013","152.27"
"03/05/2013","152.06"
"03/04/2013","150.71"
"03/01/2013","149.91"
"02/28/2013","149.42"
"02/27/2013","149.71"
"02/26/2013","147.85"
"02/25/2013","146.84"
"02/22/2013","149.69"
"02/21/2013","148.24"
"02/20/2013","149.15"
"02/19/2013","151.03"
"02/15/2013","149.91"
"02/14/2013","150.09"
"02/13/2013","149.95"
"02/12/2013","149.82"
"02/11/2013","149.57"
"02/08/2013","149.60"
"02/07/2013","148.78"
"02/06/2013","148.97"
"02/05/2013","148.86"
"02/04/2013","147.38"
"02/01/2013","149.05"
"01/31/2013","147.54"
"01/30/2013","147.90"
"01/29/2013","148.48"
"01/28/2013","147.90"
"01/25/2013","148.08"
"01/24/2013","147.25"
"01/23/2013","147.21"
"01/22/2013","146.97"
"01/18/2013","146.18"
"01/17/2013","145.86"
"01/16/2013","144.92"
"01/15/2013","144.94"
"01/14/2013","144.84"
"01/11/2013","144.94"
"01/10/2013","144.95"
"01/09/2013","143.81"
"01/08/2013","143.44"
"01/07/2013","143.86"
"01/04/2013","144.25"
"01/03/2013","143.62"
"01/02/2013","143.95"
"12/31/2012","140.35"
"12/28/2012","138.00"
"12/27/2012","139.51"
"12/26/2012","139.70"
"12/24/2012","140.29"
"12/21/2012","140.72"
"12/20/2012","143.02"
"12/19/2012","142.20"
"12/18/2012","143.27"
"12/17/2012","141.69"
"12/14/2012","140.05"
"12/13/2012","140.57"
"12/12/2012","141.43"
"12/11/2012","141.36"
"12/10/2012","140.41"
"12/07/2012","140.36"
"12/06/2012","139.93"
"12/05/2012","139.45"
"12/04/2012","139.21"
"12/03/2012","139.40"
"11/30/2012","140.10"
"11/29/2012","140.06"
"11/28/2012","139.41"
"11/27/2012","138.30"
"11/26/2012","139.01"
"11/23/2012","139.30"
"11/21/2012","137.43"
"11/20/2012","137.18"
"11/19/2012","137.12"
"11/16/2012","134.40"
"11/15/2012","133.74"
"11/14/2012","133.96"
"11/13/2012","135.80"
"11/12/2012","136.27"
"11/09/2012","136.16"
"11/08/2012","136.04"
"11/07/2012","137.70"
"11/06/2012","140.89"
"11/05/2012","139.80"
"11/02/2012","139.51"
"11/01/2012","140.76"
"10/31/2012","139.30"
"10/26/2012","139.30"
"10/25/2012","139.38"
"10/24/2012","138.98"
"10/23/2012","139.37"
"10/22/2012","141.33"
"10/19/2012","141.32"
"10/18/2012","143.71"
"10/17/2012","144.08"
"10/16/2012","143.43"
"10/15/2012","142.00"
"10/12/2012","140.82"
"10/11/2012","141.29"
"10/10/2012","141.21"
"10/09/2012","142.11"
"10/08/2012","143.53"
"10/05/2012","144.03"
"10/04/2012","144.02"
"10/03/2012","142.99"
"10/02/2012","142.41"
"10/01/2012","142.26"
"09/28/2012","141.88"
"09/27/2012","142.55"
"09/26/2012","141.23"
"09/25/2012","142.01"
"09/24/2012","143.54"
"09/21/2012","143.76"
"09/20/2012","143.82"
"09/19/2012","143.81"
"09/18/2012","143.73"
"09/17/2012","143.85"
"09/14/2012","144.34"
"09/13/2012","143.70"
"09/12/2012","141.54"
"09/11/2012","141.07"
"09/10/2012","140.68"
"09/07/2012","141.48"
"09/06/2012","140.94"
"09/05/2012","138.13"
"09/04/2012","138.25"
"08/31/2012","138.38"
"08/30/2012","137.72"
"08/29/2012","138.72"
"08/28/2012","138.61"
"08/27/2012","138.75"
"08/24/2012","138.72"
"08/23/2012","137.90"
"08/22/2012","139.03"
"08/21/2012","138.97"
"08/20/2012","139.39"
"08/17/2012","139.38"
"08/16/2012","139.19"
"08/15/2012","138.17"
"08/14/2012","138.02"
"08/13/2012","138.00"
"08/10/2012","138.06"
"08/09/2012","137.84"
"08/08/2012","137.72"
"08/07/2012","137.55"
"08/06/2012","136.87"
"08/03/2012","136.60"
"08/02/2012","133.95"
"08/01/2012","134.88"
"07/31/2012","135.00"
"07/30/2012","135.95"
"07/27/2012","135.95"
"07/26/2012","133.49"
"07/25/2012","131.32"
"07/24/2012","131.29"
"07/23/2012","132.43"
"07/20/2012","133.78"
"07/19/2012","135.02"
"07/18/2012","134.66"
"07/17/2012","133.67"
"07/16/2012","132.76"
"07/13/2012","133.07"
"07/12/2012","130.88"
"07/11/2012","131.52"
"07/10/2012","131.50"
"07/09/2012","132.65"
"07/06/2012","132.82"
"07/05/2012","134.09"
"07/03/2012","134.70"
"07/02/2012","133.82"
"06/29/2012","133.43"
"06/28/2012","130.17"
"06/27/2012","130.55"
"06/26/2012","129.38"
"06/25/2012","128.73"
"06/22/2012","130.83"
"06/21/2012","129.83"
"06/20/2012","132.81"
"06/19/2012","133.03"
"06/18/2012","131.75"
"06/15/2012","131.50"
"06/14/2012","130.17"
"06/13/2012","128.80"
"06/12/2012","129.62"
"06/11/2012","128.17"
"06/08/2012","129.80"
"06/07/2012","128.78"
"06/06/2012","128.70"
"06/05/2012","125.87"
"06/04/2012","124.93"
"06/01/2012","124.99"
"05/31/2012","128.22"
"05/30/2012","128.50"
"05/29/2012","130.39"
"05/25/2012","128.83"
"05/24/2012","129.25"
"05/23/2012","128.99"
"05/22/2012","128.93"
"05/21/2012","128.70"
"05/18/2012","126.53"
"05/17/2012","127.62"
"05/16/2012","129.54"
"05/15/2012","130.04"
"05/14/2012","130.79"
"05/11/2012","132.25"
"05/10/2012","132.65"
"05/09/2012","132.38"
"05/08/2012","133.17"
"05/07/2012","133.71"
"05/04/2012","133.61"
"05/03/2012","135.80"
"05/02/2012","136.86"
"05/01/2012","137.26"
"04/30/2012","136.41"
"04/27/2012","136.91"
"04/26/2012","136.69"
"04/25/2012","135.74"
"04/24/2012","133.91"
"04/23/2012","133.40"
"04/20/2012","134.53"
"04/19/2012","134.31"
"04/18/2012","135.18"
"04/17/2012","135.64"
"04/16/2012","133.66"
"04/13/2012","133.74"
"04/12/2012","135.35"
"04/11/2012","133.61"
"04/10/2012","132.53"
"04/09/2012","134.80"
"04/05/2012","136.36"
"04/04/2012","136.40"
"04/03/2012","137.76"
"04/02/2012","138.33"
"03/30/2012","137.32"
"03/29/2012","136.76"
